TuLan40a,1,71,,1,1,1,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan41a,1,67,,1,,,"7:30 am - 2:00 pm, 4:30 pm - 10:30 pm","7:30 am - 2:00 pm, 4:30 pm - 10:30 pm","7:30 am - 2:00 pm, 4:30 pm - 10:30 pm","7:30 am - 2:00 pm, 4:30 pm - 10:30 pm","7:30 am - 2:00 pm, 4:30 pm - 10:30 pm",9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan42a,3,87,1,,,,"8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm","8:30 am - 2:30 pm, 6:00 pm - 11:00 pm"
TuLan43a,1,55,,,,1,"10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm","10:00 am - 2:00 pm, 6:00 pm - 11:00 pm",7:00 am - 11:00 pm,7:00 am - 11:00 pm
TuLan44a,1,88,,,,,"9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm","9:30 am - 1:30 pm, 4:00 pm - 10:30 pm"
TuLan45a,3,59,1,,1,,"9:00 am - 2:30 pm, 4:00 pm - 10:30 pm","9:00 am - 2:30 pm, 4:00 pm - 10:30 pm","9:00 am - 2:30 pm, 4:00 pm - 10:30 pm","9:00 am - 2:30 pm, 4:00 pm - 10:30 pm","9:00 am - 2:30 pm, 4:00 pm - 10:30 pm",7:00 am - 10:30 pm,7:00 am - 10:30 pm
TuLan46a,0,84,,1,1,1,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan47a,3,85,,,,1,"7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm","7:30 am - 2:30 pm, 4:00 pm - 11:30 pm",9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan48a,2,76,,1,1,1,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,8:30 am - 11:00 pm,7:30 am - 10:00 pm,7:30 am - 10:00 pm
TuLan49a,2,85,1,1,1,,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,9:30 am - 10:00 pm,10:00 am - 10:00 pm,10:00 am - 10:00 pm
TuLan50a,1,65,,1,,1,"9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm","9:30 am - 1:30 pm, 5:30 pm - 10:30 pm"
TuLan51a,2,87,1,,1,1,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,8:30 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm
TuLan52a,2,53,,1,,,"8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm","8:00 am - 1:30 pm, 6:00 pm - 10:00 pm"
TuLan53a,3,70,,,,1,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm,9:30 am - 11:00 pm
TuLan54a,3,51,,1,1,1,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm
TuLan55a,1,82,,1,1,1,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,9:00 am - 11:00 pm,8:00 am - 10:00 pm,8:00 am - 10:00 pm
TuLan56a,2,95,,1,1,1,"7:30 am - 2:00 pm, 6:00 pm - 11:00 pm","7:30 am - 2:00 pm, 6:00 pm - 11:00 pm","7:30 am - 2:00 pm, 6:00 pm - 11:00 pm","7:30 am - 2:00 pm, 6:00 pm - 11:00 pm","7:30 am - 2:00 pm, 6:00 pm - 11:00 pm",8:00 am - 11:00 pm,8:00 am - 11:00 pm
TuLan57a,3,100,,,,,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm
TuLan58a,2,98,1,1,1,1,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:00 am - 10:00 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan59a,2,53,,,,1,"9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm","9:00 am - 2:00 pm, 5:30 pm - 11:00 pm"
TuLan60a,0,63,1,,,1,"10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm","10:00 am - 2:30 pm, 4:00 pm - 11:30 pm"
TuLan61a,1,60,,1,1,1,"7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm","7:30 am - 1:30 pm, 4:30 pm - 11:00 pm"
TuLan62a,0,100,,,1,1,"8:30 am - 2:30 pm, 4:00 pm - 11:30 pm","8:30 am - 2:30 pm, 4:00 pm - 11:30 pm","8:30 am - 2:30 pm, 4:00 pm - 11:30 pm","8:30 am - 2:30 pm, 4:00 pm - 11:30 pm","8:30 am - 2:30 pm, 4:00 pm - 11:30 pm",9:30 am - 10:00 pm,9:30 am - 10:00 pm
TuLan63a,1,74,,1,1,1,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,9:00 am - 10:00 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan64a,1,54,,,,1,7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan65a,0,92,,1,,,"9:30 am - 2:00 pm, 6:00 pm - 10:00 pm","9:30 am - 2:00 pm, 6:00 pm - 10:00 pm","9:30 am - 2:00 pm, 6:00 pm - 10:00 pm","9:30 am - 2:00 pm, 6:00 pm - 10:00 pm","9:30 am - 2:00 pm, 6:00 pm - 10:00 pm",7:00 am - 10:30 pm,7:00 am - 10:30 pm
TuLan66a,0,50,,,,,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm
TuLan67a,3,89,,1,,,"9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm","9:00 am - 1:30 pm, 4:30 pm - 11:30 pm",9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan68a,1,99,,,,1,"7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm","7:00 am - 1:30 pm, 4:30 pm - 10:00 pm"
TuLan69a,0,57,,1,,1,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm,7:30 am - 11:30 pm
TuLan70a,0,96,,1,,,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm,7:30 am - 11:00 pm,7:30 am - 11:00 pm
TuLan71a,2,95,,,1,1,"7:00 am - 2:30 pm, 4:00 pm - 11:30 pm","7:00 am - 2:30 pm, 4:00 pm - 11:30 pm","7:00 am - 2:30 pm, 4:00 pm - 11:30 pm","7:00 am - 2:30 pm, 4:00 pm - 11:30 pm","7:00 am - 2:30 pm, 4:00 pm - 11:30 pm",7:00 am - 10:00 pm,7:00 am - 10:00 pm
TuLan72a,2,75,1,1,1,1,"10:00 am - 1:30 pm, 5:30 pm - 10:00 pm","10:00 am - 1:30 pm, 5:30 pm - 10:00 pm","10:00 am - 1:30 pm, 5:30 pm - 10:00 pm","10:00 am - 1:30 pm, 5:30 pm - 10:00 pm","10:00 am - 1:30 pm, 5:30 pm - 10:00 pm",9:30 am - 10:00 pm,9:30 am - 10:00 pm
TuLan73a,2,59,,,,,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm,9:00 am - 11:30 pm
TuLan74a,1,95,,1,1,1,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,7:00 am - 11:30 pm,7:00 am - 11:30 pm
TuLan75a,3,50,,1,1,1,"9:30 am - 2:30 pm, 6:00 pm - 10:00 pm","9:30 am - 2:30 pm, 6:00 pm - 10:00 pm","9:30 am - 2:30 pm, 6:00 pm - 10:00 pm","9:30 am - 2:30 pm, 6:00 pm - 10:00 pm","9:30 am - 2:30 pm, 6:00 pm - 10:00 pm",8:30 am - 11:00 pm,8:30 am - 11:00 pm
TuLan76a,3,73,,,,1,"8:30 am - 1:30 pm, 4:00 pm - 10:00 pm","8:30 am - 1:30 pm, 4:00 pm - 10:00 pm","8:30 am - 1:30 pm, 4:00 pm - 10:00 pm","8:30 am - 1:30 pm, 4:00 pm - 10:00 pm","8:30 am - 1:30 pm, 4:00 pm - 10:00 pm",8:30 am - 11:30 pm,8:30 am - 11:30 pm
TuLan77a,3,81,,,1,,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,8:00 am - 10:30 pm,9:00 am - 10:30 pm,9:00 am - 10:30 pm
TuLan78a,2,66,,,,1,"7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm","7:00 am - 1:30 pm, 4:00 pm - 11:00 pm"
TuLan79a,1,82,,,,1,"8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm","8:30 am - 1:30 pm, 4:30 pm - 11:30 pm"
TuLan80a,2,71,,,,,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,10:00 am - 11:00 pm,9:30 am - 10:30 pm,9:30 am - 10:30 pm
TuLan81a,0,95,,,1,,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm,7:00 am - 11:00 pm
TuLan82a,2,66,,,,,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,7:30 am - 10:30 pm,8:30 am - 11:30 pm,8:30 am - 11:30 pm
TuLan83a,0,97,,1,1,1,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,8:00 am - 11:00 pm,7:00 am - 10:30 pm,7:00 am - 10:30 pm
